PEDOT-HTL (L1)>>thickness,PEDOT-HTL (L1)>>band gap,PEDOT-HTL (L1)>>electron affinity,N-CS2AgBiBr6 (L2)>>thickness,N-CS2AgBiBr6 (L2)>>band gap,N-CS2AgBiBr6 (L2)>>electron affinity,P-CsPb(I0.6Br0.4)3 (L3)>>thickness,P-CsPb(I0.6Br0.4)3 (L3)>>band gap,P-CsPb(I0.6Br0.4)3 (L3)>>electron affinity,Voc,Jsc,FF,eta,V_MPP,J_MPP,source_file
0.2876,1.796,3.69,0.2078,2.26,3.801,0.2967,2.033,3.865,1.49134,15.16871965,81.4227,18.4192,1.352741,13.61621332,part9_cleaned.csv
0.07503,1.493,3.742,0.6271,1.88,3.67,0.8236,1.712,3.622,1.305006,22.34051191,88.5375,25.8127,1.183074,21.81831616,part9_cleaned.csv
0.1312,1.543,3.63,0.7445,2.055,3.715,0.8262,1.666,3.993,1.388387,16.59668025,74.9402,17.2682,1.228624,14.05489385,part9_cleaned.csv
0.4261,1.707,3.539,0.5161,1.985,3.871,0.3853,2.08,3.929,1.511878,19.41511427,87.9983,25.8304,1.378162,18.74263689,part9_cleaned.csv
0.5274,1.26,3.431,0.7943,2.308,3.711,0.5946,2.02,3.773,1.598295,33.42010543,59.4897,31.7765,1.060333,29.96845383,part9_cleaned.csv
0.1476,1.495,3.453,0.7592,1.951,3.958,0.648,1.664,3.666,1.518715,19.20612051,62.2853,18.1678,1.018357,17.84026074,part9_cleaned.csv
0.4005,1.354,3.514,0.2786,2.086,3.731,0.8156,1.738,3.687,1.496889,26.61803263,61.5666,24.5308,1.037991,23.63292492,part9_cleaned.csv
0.431,1.616,3.414,0.8174,1.985,3.944,0.9694,1.795,3.969,1.575121,22.36180485,70.1871,24.7217,1.200483,20.59311579,part9_cleaned.csv
0.5124,1.396,3.708,0.3202,1.941,3.646,0.5916,2.075,3.721,1.430329,29.70728637,64.644,27.468,0.954107,28.78922001,part9_cleaned.csv
0.05487,1.504,3.522,0.4314,1.948,3.68,0.2181,2.088,3.832,1.500862,16.43669489,90.2204,22.2567,1.380825,16.11838674,part9_cleaned.csv
0.3328,1.726,3.756,0.8411,1.851,3.771,0.2577,1.619,3.879,1.429274,21.45112826,87.9458,26.9638,1.297527,20.7809005,part9_cleaned.csv
0.2321,1.502,3.609,0.2924,1.824,3.738,0.8546,2.018,3.71,1.490575,20.92401281,52.969,16.5204,1.362552,12.12459367,part9_cleaned.csv
0.154,1.305,3.786,0.3007,1.998,3.972,0.7242,1.919,3.897,1.249514,25.22491198,87.9225,27.7122,1.125515,24.62178494,part9_cleaned.csv
0.5412,1.556,3.761,0.2443,2.039,3.957,0.7599,1.895,3.66,1.32386,24.18181088,85.7008,27.4357,1.189522,23.06446017,part9_cleaned.csv
0.05007,1.635,3.627,0.8164,2.143,3.934,0.446,1.748,3.962,1.39366,13.23832127,73.606,13.5801,1.166347,11.64328346,part9_cleaned.csv
0.2296,1.253,3.486,0.6974,2.394,3.811,0.9477,1.795,3.602,,11.23657681,,13.5723,1.208772,11.22817085,part9_cleaned.csv
0.1075,1.43,3.789,0.2951,1.972,3.933,1.084,1.666,3.818,1.250752,21.9244417,83.5977,22.9242,1.119863,20.47053503,part9_cleaned.csv
0.1353,1.744,3.76,0.75,2.201,3.621,0.3732,1.837,3.985,1.403653,15.56927209,84.6627,18.5021,1.27324,14.53148689,part9_cleaned.csv
0.2476,1.582,3.705,0.4342,1.892,3.778,0.9533,1.618,3.812,1.359259,23.79764165,86.907,28.1119,1.23203,22.81758389,part9_cleaned.csv
0.275,1.624,3.694,0.3523,2.311,3.98,0.2187,1.79,3.93,1.352375,8.16611578,77.34,8.5412,1.171833,7.28871943,part9_cleaned.csv
0.4117,1.507,3.469,0.7714,1.835,3.904,0.7939,2.058,3.881,1.558472,25.11446402,76.6231,29.9904,1.401562,21.39786737,part9_cleaned.csv
0.2369,1.283,3.412,0.2391,1.904,3.659,1.071,1.784,3.839,1.601099,29.56954236,74.5139,35.2777,1.292611,27.29181894,part9_cleaned.csv
0.4218,1.33,3.475,0.9378,1.926,3.826,0.6483,2.075,3.799,1.551153,31.04880921,78.3522,37.7356,1.317242,28.6474216,part9_cleaned.csv
0.4913,1.39,3.579,0.6142,2.219,3.844,0.5598,1.824,3.846,1.437573,23.31303902,63.1253,21.156,1.021061,20.71958425,part9_cleaned.csv
0.559,1.673,3.691,0.2995,1.918,3.609,1.174,2.073,3.62,1.552909,12.1834097,84.1509,15.9211,1.427698,11.15160473,part9_cleaned.csv
0.1284,1.433,3.642,0.3111,2.146,3.908,0.5221,2.082,3.935,1.386063,19.8449833,89.1454,24.5207,1.263998,19.39929372,part9_cleaned.csv
0.5706,1.336,3.589,0.7534,2.061,3.825,0.4744,1.751,3.677,1.431562,30.4589671,72.0394,31.412,1.124358,27.93768552,part9_cleaned.csv
0.1632,1.791,3.418,0.3943,1.985,3.632,0.9766,1.833,3.635,1.613339,18.4840944,89.0156,26.5454,1.474336,18.00502462,part9_cleaned.csv
0.483,1.569,3.542,0.3059,1.83,3.77,0.3258,1.938,3.858,1.491879,23.81003502,89.5346,31.8042,1.363084,23.33252836,part9_cleaned.csv
0.368,1.785,3.461,0.4865,2.026,3.856,0.3384,1.78,3.991,1.586164,18.65427762,84.9121,25.1244,1.427664,17.59826286,part9_cleaned.csv
0.2508,1.647,3.77,0.4861,1.94,3.606,0.4936,2.031,3.879,1.358729,19.15000979,86.8617,22.6011,1.230109,18.37327458,part9_cleaned.csv
0.4345,1.749,3.459,0.4709,2.019,3.723,0.8189,1.819,3.642,1.577094,19.28482943,88.3671,26.876,1.442725,18.62862078,part9_cleaned.csv
0.4379,1.374,3.636,0.9182,1.818,3.624,0.2035,2.081,3.927,1.401746,29.79817574,88.7235,37.0593,1.270104,29.17819072,part9_cleaned.csv
0.2953,1.529,3.694,0.917,1.931,3.896,0.3145,1.621,3.784,1.350555,23.29415093,86.9033,27.3398,1.219687,22.41541848,part9_cleaned.csv
0.4864,1.622,3.535,0.8484,1.943,3.989,0.5649,2.07,3.97,1.501266,22.1440508,86.3998,28.7228,1.357023,21.16606193,part9_cleaned.csv
0.5088,1.704,3.516,0.4107,2.041,3.924,1.11,1.674,3.772,1.456728,9.26578609,71.051,9.5903,1.150159,8.33821502,part9_cleaned.csv
0.2059,1.359,3.4,0.3357,2.157,3.645,0.3788,1.866,3.9,1.6118,25.57554247,65.6642,27.0685,1.17141,23.10763758,part9_cleaned.csv
0.187,1.596,3.693,0.564,2.187,3.702,0.9972,1.846,3.732,1.362472,17.28186855,84.5158,19.9001,1.240394,16.04341501,part9_cleaned.csv
0.1758,1.229,3.717,0.3564,1.958,3.937,0.8032,2.009,3.645,1.321283,27.9875312,87.2279,32.2564,1.18586,27.20082949,part9_cleaned.csv
0.3107,1.653,3.707,0.3994,2.107,3.817,0.8389,1.704,3.883,1.375101,14.64962119,73.266,14.7592,1.233056,11.96963542,part9_cleaned.csv
0.2954,1.388,3.707,0.7414,2.028,3.607,0.9785,1.634,3.766,1.31722,19.08855987,81.1991,20.4166,1.194077,17.09819264,part9_cleaned.csv
0.4534,1.636,3.588,0.2932,2.248,3.815,1.057,1.877,3.707,1.431758,13.02227172,78.332,14.6048,1.25132,11.67152169,part9_cleaned.csv
0.3618,1.384,3.523,0.6072,2.267,3.856,0.4431,1.951,3.661,1.496496,26.08440948,66.6787,26.0282,1.089257,23.89534794,part9_cleaned.csv
0.2123,1.592,3.53,0.6591,2.111,3.842,1.054,2.031,3.931,1.498856,19.45482495,89.2484,26.0248,1.372131,18.96671745,part9_cleaned.csv
0.1125,1.408,3.8,0.5053,2.011,3.758,0.2556,2.077,3.749,1.238919,20.12492704,88.3508,22.0286,1.120759,19.65510923,part9_cleaned.csv
0.4854,1.374,3.78,0.2452,2.273,3.607,0.4383,1.654,3.87,1.234816,18.81445443,49.9235,11.5984,1.124325,10.31590124,part9_cleaned.csv
0.05747,1.427,3.759,0.2305,2.113,3.762,0.4702,1.836,3.739,1.274128,19.16852196,86.7033,21.1757,1.155664,18.32338148,part9_cleaned.csv
0.3533,1.313,3.648,0.263,2.36,3.727,0.374,1.842,3.896,1.373286,22.20128565,63.9715,19.5041,1.250927,15.59171534,part9_cleaned.csv
0.347,1.769,3.703,0.7557,2.17,3.623,0.4463,2.078,3.794,1.46626,16.70063702,85.0982,20.8384,1.339633,15.55531331,part9_cleaned.csv
0.4301,1.593,3.402,0.2731,2.027,3.879,0.8813,1.787,3.699,1.586571,22.51096631,67.058,23.9499,1.160278,20.6415327,part9_cleaned.csv
0.538,1.332,3.41,0.8401,2.019,3.64,0.9304,2.061,3.897,1.622206,32.13055056,83.0435,43.2842,1.432786,30.20985276,part9_cleaned.csv
0.22,1.389,3.723,0.2881,2.133,3.667,0.8965,1.683,3.756,1.287589,14.91113913,65.1452,12.5075,1.151978,10.85740595,part9_cleaned.csv
0.3675,1.293,3.642,0.4631,1.947,3.919,0.492,2.007,3.605,1.396712,31.21777114,87.2803,38.0562,1.256365,30.29070419,part9_cleaned.csv
0.3833,1.422,3.576,0.3022,1.971,3.799,0.3178,1.945,3.888,1.459274,27.22930725,89.138,35.419,1.329215,26.64656079,part9_cleaned.csv
0.1112,1.364,3.493,0.2249,2.083,3.66,0.6637,1.942,3.826,1.532696,21.76250815,86.0918,28.7162,1.388295,20.68450425,part9_cleaned.csv
0.5821,1.428,3.766,0.289,2.246,3.615,0.5156,1.831,3.86,1.276777,28.99636714,76.989,28.5028,1.148196,24.82397162,part9_cleaned.csv
0.06019,1.773,3.692,0.8123,1.826,3.632,0.9145,2.016,3.765,1.466311,18.15873132,67.4563,17.9612,1.328378,13.52111568,part9_cleaned.csv
0.2763,1.579,3.528,0.8,2.039,3.699,0.2695,1.681,3.717,1.494473,20.73044995,82.9025,25.6841,1.329659,19.31630713,part9_cleaned.csv
0.3171,1.4,3.75,0.7619,2.054,3.909,0.3424,1.679,3.747,1.279024,21.03190437,84.9322,22.847,1.144965,19.95435191,part9_cleaned.csv
0.4102,1.652,3.672,0.8855,2.325,3.663,0.3495,2.078,3.735,1.406515,19.97939498,87.6593,24.6334,1.280986,19.23004029,part9_cleaned.csv
0.5922,1.693,3.679,0.5894,2.171,3.845,0.3202,1.739,3.984,1.420638,15.85936499,76.3648,17.2053,1.266513,13.58478151,part9_cleaned.csv
0.238,1.3,3.586,0.6217,2.185,3.968,0.6595,1.635,3.927,1.415731,7.69172118,88.6559,9.6541,1.306584,7.38881033,part9_cleaned.csv
0.5825,1.442,3.535,0.5892,2.375,3.993,0.3003,2.092,3.642,1.490423,26.27550321,70.8776,27.7568,1.149551,24.14578667,part9_cleaned.csv
0.05374,1.279,3.754,0.8299,2.218,3.977,0.3098,1.771,3.775,1.237293,6.74946192,79.4129,6.6318,1.058365,6.26609419,part9_cleaned.csv
0.589,1.798,3.521,0.3236,2.108,3.948,0.4875,1.967,3.609,1.575668,17.64934513,81.1519,22.5679,1.397865,16.14457903,part9_cleaned.csv
0.574,1.224,3.643,0.3387,1.822,3.966,1.108,2.024,3.62,1.409124,27.76061884,82.4072,32.2362,1.26408,25.50170822,part9_cleaned.csv
0.09024,1.546,3.475,0.2514,2.143,3.636,0.6235,2.09,3.876,1.547031,16.22834728,90.39,22.6931,1.42587,15.91525926,part9_cleaned.csv
0.4065,1.526,3.505,0.6712,2.362,3.662,0.8436,1.704,3.783,1.481937,4.12343688,90.8493,5.5515,1.374497,4.0389319,part9_cleaned.csv
0.3629,1.432,3.555,0.9849,1.889,3.908,0.2194,1.684,3.801,1.472027,27.25962606,81.4597,32.6873,1.28594,25.41896626,part9_cleaned.csv
0.07528,1.378,3.69,0.2862,1.964,3.73,0.8449,1.776,3.697,1.341413,22.53612436,88.1137,26.637,1.217599,21.876653,part9_cleaned.csv
0.4109,1.341,3.754,0.3177,1.918,3.748,0.8948,1.852,3.919,1.289283,30.62034841,86.9465,34.325,1.149738,29.85460639,part9_cleaned.csv
0.2264,1.675,3.514,0.83,2.161,3.702,0.5422,1.882,3.849,1.517787,18.35915607,87.5588,24.3985,1.385784,17.6062839,part9_cleaned.csv
0.5719,1.595,3.492,0.4063,2.128,3.736,0.6856,1.713,3.754,1.495596,14.23186834,64.5867,13.7474,1.143864,12.01836256,part9_cleaned.csv
0.1508,1.344,3.448,0.3854,2.076,3.913,0.3333,1.95,3.987,1.668722,23.58321542,66.808,26.2915,1.207553,21.77256394,part9_cleaned.csv
0.05792,1.405,3.798,0.4402,1.888,3.706,0.6075,1.878,3.844,1.255694,19.81865136,86.1509,21.4396,1.109753,19.31928485,part9_cleaned.csv
0.06481,1.343,3.411,0.5802,1.885,3.827,1.021,1.884,3.628,1.580486,21.1716139,73.91,24.7314,1.255008,19.70613951,part9_cleaned.csv
0.4365,1.784,3.413,0.5992,2.001,3.833,0.821,2.084,3.997,1.623804,17.78458885,88.4299,25.5374,1.486167,17.18339082,part9_cleaned.csv
0.1573,1.643,3.592,0.4156,1.991,3.822,0.4855,1.688,3.707,1.449915,20.02017894,85.9541,24.9504,1.312869,19.00446135,part9_cleaned.csv
0.1349,1.342,3.699,0.2263,1.8,3.864,0.4175,2.064,3.816,1.342863,23.51120105,86.5218,27.3169,1.190062,22.95420862,part9_cleaned.csv
0.3638,1.255,3.759,0.4447,2.064,3.85,0.868,2.049,3.841,1.283055,32.29674086,86.4828,35.8371,1.143597,31.33720861,part9_cleaned.csv
0.3572,1.311,3.744,0.5572,1.936,3.605,0.7211,2.099,3.793,1.360496,30.59899171,50.0798,20.8481,0.714873,29.1634203,part9_cleaned.csv
0.08151,1.433,3.699,0.3361,2.004,3.624,0.8718,1.775,3.827,1.332359,22.06886782,83.0978,24.4338,1.209534,20.20101673,part9_cleaned.csv
0.4251,1.764,3.519,0.772,2.186,3.846,0.251,2.08,3.682,1.540691,17.60275518,79.0334,21.4342,1.394542,15.37006219,part9_cleaned.csv
0.5017,1.463,3.566,0.6094,2.044,3.642,0.404,2.04,3.78,1.468289,27.053979,85.0145,33.7704,1.337845,25.24235824,part9_cleaned.csv
0.5149,1.396,3.771,0.4816,2.263,3.627,0.793,2.034,3.957,1.274275,29.59478695,83.7325,31.5771,1.138976,27.72411567,part9_cleaned.csv
0.4187,1.259,3.677,0.8019,2.104,3.808,0.9146,1.707,3.773,1.335062,20.78581101,64.5399,17.9101,1.014283,17.65786193,part9_cleaned.csv
0.4124,1.465,3.493,0.9159,2.029,3.97,1.027,1.812,3.981,1.507051,26.17574953,62.4299,24.6274,1.071376,22.98675026,part9_cleaned.csv
0.08979,1.677,3.447,0.2006,1.973,3.667,1.018,1.839,3.691,1.576041,18.85319665,82.6048,24.5447,1.444082,16.99675473,part9_cleaned.csv
0.3296,1.267,3.657,0.8777,2.049,3.921,0.5535,1.739,3.937,1.357368,30.18918834,65.126,26.6872,1.006282,26.5206101,part9_cleaned.csv
0.5764,1.688,3.682,0.9179,2.041,3.7,0.265,2.066,3.677,1.424011,20.24046766,81.1379,23.3861,1.294672,18.06334779,part9_cleaned.csv
0.4741,1.387,3.788,0.7524,2.293,3.694,0.3069,1.826,3.86,1.244738,21.2096905,79.58,21.0095,1.122761,18.71238644,part9_cleaned.csv
0.09583,1.738,3.466,0.5484,2.031,3.641,0.3451,1.84,3.732,1.56446,16.91458916,82.5558,21.8461,1.440214,15.16864003,part9_cleaned.csv
0.05696,1.51,3.593,0.304,1.95,3.831,0.874,1.876,3.851,1.432494,18.74621903,83.3285,22.3769,1.309713,17.08536357,part9_cleaned.csv
0.1877,1.272,3.504,0.5071,2.381,3.853,0.3342,1.97,3.791,1.51296,21.41058131,56.6434,18.3487,1.39331,13.16913589,part9_cleaned.csv
0.509,1.246,3.43,0.73,2.257,3.893,0.5752,1.919,3.722,4.023703,30.50606636,21.6695,26.5987,1.421285,18.71456546,part9_cleaned.csv
0.4329,1.709,3.406,0.547,2.073,3.614,1.023,1.857,3.65,1.616403,19.83065274,80.4008,25.7719,1.46984,17.53383491,part9_cleaned.csv
0.5792,1.782,3.615,0.2861,2.301,3.662,0.4363,1.681,3.953,1.370366,12.25021158,14.1808,2.3806,0.382784,6.21906858,part9_cleaned.csv
0.2112,1.57,3.62,0.2402,2.155,3.849,0.6938,1.911,3.641,1.412562,20.03548679,81.6396,23.1051,1.280575,18.04278369,part9_cleaned.csv
0.4461,1.607,3.761,0.5306,2.149,3.655,0.9315,1.771,3.839,1.334552,18.38311792,74.2715,18.2212,1.208309,15.07990328,part9_cleaned.csv
0.2737,1.577,3.551,0.357,2.048,3.896,0.8531,1.898,3.701,1.477187,21.6568036,81.6357,26.1162,1.33868,19.50893179,part9_cleaned.csv
0.1583,1.208,3.472,0.4487,2.37,3.68,0.3745,1.729,3.983,1.536012,11.39388307,77.9105,13.6352,1.418268,9.61400546,part9_cleaned.csv
0.3103,1.663,3.776,0.7028,2.191,3.892,0.5637,2.019,3.963,1.371635,18.87932505,76.5783,19.8304,1.234598,16.06219381,part9_cleaned.csv
0.3244,1.556,3.474,0.316,2.263,3.719,0.9701,2.088,3.706,1.550367,21.9626213,80.6528,27.4624,1.40311,19.57249751,part9_cleaned.csv
0.1554,1.439,3.482,0.8675,2.299,3.676,0.3374,1.861,3.616,1.513965,12.46763144,62.099,11.7215,1.133667,10.33947872,part9_cleaned.csv
0.3559,1.477,3.446,0.6177,2.252,3.893,0.6501,2.029,3.644,1.564931,24.42764537,65.063,24.872,1.15887,21.46228472,part9_cleaned.csv
0.2646,1.363,3.768,0.9131,2.033,3.92,0.8077,1.967,3.989,1.269842,27.02868111,84.1852,28.8942,1.142061,25.30001884,part9_cleaned.csv
0.4104,1.327,3.428,0.5875,2.349,3.616,0.5375,1.838,3.869,1.588864,16.51537264,72.6046,19.0519,1.467824,12.97971841,part9_cleaned.csv
0.3445,1.485,3.594,0.9827,1.99,3.814,0.5987,1.602,3.863,1.396398,18.4832277,66.7934,17.2393,1.107266,15.56927637,part9_cleaned.csv
0.1187,1.692,3.673,0.2066,2.334,3.868,0.4281,1.937,3.998,1.406467,16.06166218,63.3183,14.3037,1.21698,11.75346911,part9_cleaned.csv
0.3604,1.307,3.582,0.6209,2.231,3.875,0.6346,1.872,3.961,1.434888,27.76662893,56.3404,22.4472,0.941097,23.85212644,part9_cleaned.csv
0.2657,1.715,3.767,0.2341,2.369,3.852,1.021,1.936,3.783,1.359254,5.2707765,51.0464,3.6571,1.136724,3.21725552,part9_cleaned.csv
0.2453,1.295,3.579,0.8574,1.958,3.706,0.5435,2.05,3.678,1.45712,28.55920886,83.5372,34.7633,1.315359,26.42875476,part9_cleaned.csv
0.2132,1.758,3.518,0.3229,2.024,3.707,1.002,1.916,3.804,1.533902,17.45230129,82.6334,22.1211,1.40823,15.70841054,part9_cleaned.csv
0.07015,1.651,3.661,0.9197,1.854,3.801,0.429,1.703,3.898,1.40866,20.59918266,83.6962,24.2863,1.283692,18.91912934,part9_cleaned.csv
0.5439,1.519,3.597,0.485,1.905,3.911,0.455,2.002,3.928,1.438327,25.55635799,84.0392,30.8915,1.303417,23.70036732,part9_cleaned.csv
0.253,1.542,3.458,0.7565,1.921,3.857,0.3819,1.94,3.646,1.565921,22.03001651,80.6068,27.8071,1.41289,19.68103147,part9_cleaned.csv
0.08318,1.508,3.581,0.9833,1.969,3.708,1.082,1.882,3.955,1.445538,19.63535157,83.6367,23.7391,1.321748,17.96042316,part9_cleaned.csv
0.4041,1.43,3.715,0.7358,2.208,3.941,0.9454,1.631,3.802,1.272957,5.03756684,68.9043,4.4186,1.159845,3.80961438,part9_cleaned.csv
0.5022,1.63,3.562,0.8997,2.316,3.678,0.2382,2.014,3.735,1.473496,21.33794983,83.3623,26.2103,1.345877,19.47449135,part9_cleaned.csv
0.05024,1.454,3.732,0.7772,2.366,3.633,0.6019,1.894,3.918,1.258923,6.2699015,56.1995,4.436,1.127259,3.93521953,part9_cleaned.csv
0.2211,1.23,3.49,0.409,1.865,3.706,0.3263,1.759,3.658,1.536911,30.53577833,78.2186,36.7086,1.339939,27.39572066,part9_cleaned.csv
0.3774,1.425,3.428,0.2243,1.923,3.622,0.5126,2.072,3.891,1.604691,27.00278852,84.7838,36.7378,1.469097,25.00703415,part9_cleaned.csv
0.1627,1.738,3.7,0.2228,1.908,3.784,0.9468,1.672,3.716,1.441404,22.21682358,82.1174,26.2968,1.306715,20.124353,part9_cleaned.csv
0.5114,1.506,3.564,0.6029,2.04,3.969,0.6699,1.826,3.905,1.454725,25.69222772,73.6685,27.5337,1.217841,22.60860679,part9_cleaned.csv
0.2652,1.325,3.512,0.4582,2.146,3.673,0.4807,1.652,3.663,1.488607,10.64938647,62.6398,9.9301,1.370589,7.24515161,part9_cleaned.csv
0.4958,1.677,3.581,0.2002,2.36,3.841,0.8685,1.644,3.838,0.414995,0.4154204,25.0059,0.0431,0.207507,0.20774931,part9_cleaned.csv
0.4582,1.274,3.774,0.2709,2.256,3.618,0.389,1.773,3.681,1.252689,22.11301438,77.9119,21.5822,1.130087,19.09778829,part9_cleaned.csv
0.1324,1.209,3.532,0.4289,1.843,3.931,0.5523,1.864,3.625,1.47805,27.21231739,71.7352,28.8527,1.190001,24.24597252,part9_cleaned.csv
0.4198,1.377,3.497,0.3929,1.975,3.964,0.6695,2.097,3.955,1.527361,29.16840522,76.8551,34.2395,1.311853,26.10008257,part9_cleaned.csv
0.08832,1.222,3.522,0.7639,1.887,3.998,0.4708,2.04,3.946,1.582647,23.9434259,60.2111,22.8164,1.086689,20.99623287,part9_cleaned.csv
0.0647,1.755,3.745,0.5541,1.948,3.862,0.8338,2.077,3.88,1.53107,15.25787323,54.3453,12.6955,1.387514,9.14983815,part9_cleaned.csv
0.1195,1.487,3.8,0.49,2.113,3.619,0.9132,1.802,3.754,1.258056,20.61205462,80.8065,20.954,1.137949,18.41386844,part9_cleaned.csv
0.2466,1.773,3.611,0.2112,2.27,3.866,1.081,1.648,3.922,0.075103,0.07592354,24.9794,0.0014,0.03756,0.03792209,part9_cleaned.csv
0.5452,1.549,3.441,0.242,2.095,3.883,0.8766,1.744,3.878,1.542314,21.81617534,51.7083,17.3985,0.963129,18.06455806,part9_cleaned.csv
0.4659,1.209,3.581,0.5253,2.159,3.815,0.7163,1.635,3.968,1.432861,14.33693979,75.2569,15.4599,1.316021,11.7474641,part9_cleaned.csv
0.1706,1.649,3.694,0.8853,2.114,3.624,0.552,1.642,3.91,1.344371,6.29686105,55.7289,4.7176,1.206463,3.91030106,part9_cleaned.csv
0.1411,1.425,3.484,0.3174,2.328,3.793,0.4648,1.836,3.74,1.506847,7.5890141,60.2551,6.8905,1.389518,4.9588845,part9_cleaned.csv
0.2991,1.641,3.565,0.2481,2.038,3.862,1.138,1.671,3.785,1.421764,13.93794481,63.8716,12.6571,1.139147,11.11103072,part9_cleaned.csv
0.06851,1.511,3.721,0.8493,2.285,3.976,0.6674,2.041,3.959,1.31259,15.67362012,79.9923,16.4568,1.185396,13.88298606,part9_cleaned.csv
0.5756,1.797,3.402,0.57,2.326,3.851,0.521,1.792,3.759,1.482844,1.86826684,30.9523,0.8575,0.908412,0.94394109,part9_cleaned.csv
0.2885,1.565,3.721,0.4654,2.304,3.816,1.075,1.805,3.794,1.289718,4.57003734,63.5248,3.7442,1.166147,3.21073503,part9_cleaned.csv
0.3166,1.262,3.553,0.8622,2.132,3.603,0.2564,1.81,3.925,1.474049,30.7695723,75.4625,34.2267,1.253017,27.31539639,part9_cleaned.csv
0.06996,1.409,3.656,0.8017,2.368,3.774,0.2209,2.087,3.986,1.362439,15.68795989,81.0059,17.3141,1.239108,13.97303595,part9_cleaned.csv
0.4219,1.636,3.444,0.8859,2.054,3.961,0.5407,1.696,3.989,1.502437,18.52293126,57.3647,15.9643,1.007777,15.84113998,part9_cleaned.csv
0.5541,1.504,3.45,0.6357,2.051,3.631,0.7203,2.08,3.654,1.582912,25.98180607,84.564,34.7786,1.447941,24.01932645,part9_cleaned.csv
0.5573,1.507,3.665,0.7507,1.861,3.874,0.442,1.711,3.646,1.375219,26.28709846,84.4184,30.5177,1.246708,24.47861714,part9_cleaned.csv
0.214,1.495,3.516,0.8646,2.164,3.619,0.8913,1.719,3.946,1.457734,9.08149978,54.823,7.2577,1.127569,6.43659239,part9_cleaned.csv
0.5608,1.656,3.485,0.6096,2.135,3.939,0.8286,1.962,3.95,1.537666,21.45689353,76.4458,25.2222,1.341174,18.80603995,part9_cleaned.csv
0.2947,1.417,3.419,0.7594,2.131,3.774,0.5683,1.917,3.855,1.590023,25.82329549,66.6568,27.369,1.20473,22.71796086,part9_cleaned.csv
0.3238,1.679,3.543,0.9741,1.851,3.881,0.803,1.757,3.829,1.49668,20.97511056,82.9493,26.0403,1.359858,19.14926475,part9_cleaned.csv
0.3405,1.744,3.628,0.9843,2.026,3.893,0.3706,1.614,3.907,1.461689,14.04726038,71.1819,14.6156,1.277884,11.43734116,part9_cleaned.csv
0.1148,1.314,3.62,0.9651,2.202,3.804,0.8079,2.042,3.91,1.40453,21.9687218,80.4625,24.8273,1.259925,19.70538004,part9_cleaned.csv
0.2988,1.765,3.513,0.6392,2.041,3.846,0.4616,1.826,3.722,1.54558,18.33101547,80.8324,22.9015,1.405528,16.29386454,part9_cleaned.csv
0.5751,1.268,3.631,0.9394,2.291,3.893,0.4009,1.982,3.945,1.396814,33.29009288,67.4346,31.3571,1.074916,29.17169336,part9_cleaned.csv
0.3384,1.747,3.408,0.3618,2.012,3.765,0.3392,1.889,3.969,1.618334,18.13642443,82.4155,24.1896,1.487914,16.2573829,part9_cleaned.csv
0.07208,1.702,3.426,0.8237,1.863,3.684,0.3209,1.783,3.702,1.584906,18.7829182,81.1396,24.1546,1.424909,16.95165407,part9_cleaned.csv
0.3523,1.645,3.734,0.2855,2.025,3.691,0.5374,1.679,3.866,1.373362,22.16368146,77.9657,23.7318,1.244639,19.06720805,part9_cleaned.csv
0.4529,1.218,3.696,0.6856,2.223,3.657,0.9673,1.877,3.842,1.335733,31.94086333,76.7909,32.7624,1.166797,28.07894975,part9_cleaned.csv
0.4496,1.349,3.558,0.7946,1.917,3.634,0.7811,1.893,3.985,1.479263,30.77805982,85.0689,38.7309,1.343691,28.82424812,part9_cleaned.csv
0.2795,1.557,3.736,0.8327,1.891,3.81,0.3774,1.77,3.867,1.3297,22.745087,83.639,25.2959,1.204354,21.0037061,part9_cleaned.csv
0.5163,1.582,3.784,0.6593,1.824,3.832,0.2049,2.089,3.735,1.32374,23.52745343,82.0891,25.566,1.193819,21.4153373,part9_cleaned.csv
0.09331,1.759,3.462,0.3107,1.837,3.768,0.449,1.974,3.805,1.568607,16.77697382,81.4701,21.4401,1.430235,14.99057916,part9_cleaned.csv
0.3425,1.444,3.681,0.3398,2.046,3.807,0.5733,1.742,3.898,1.351322,26.02480125,79.9086,28.1021,1.210654,23.21236593,part9_cleaned.csv
0.1473,1.325,3.771,0.6661,2.373,3.726,0.833,1.739,3.922,1.222763,6.35445063,73.7018,5.7266,1.113472,5.1430318,part9_cleaned.csv
0.4366,1.533,3.513,0.7896,2.366,3.775,0.5951,1.853,3.92,1.488094,9.26690109,69.8345,9.6302,1.369593,7.03142086,part9_cleaned.csv
0.1109,1.456,3.797,0.6647,1.87,3.82,0.4898,2.017,3.73,1.344647,20.89518232,64.6742,18.1713,0.941705,19.29614696,part9_cleaned.csv
0.5241,1.425,3.645,0.9917,1.846,3.759,0.9549,1.885,3.834,1.397137,28.72374295,77.2458,30.9995,1.250323,24.79319913,part9_cleaned.csv
0.06662,1.335,3.441,0.8355,2.252,3.651,0.8418,1.62,3.966,1.499611,2.22084782,36.5992,1.2189,1.086437,1.12192629,part9_cleaned.csv
0.1433,1.383,3.598,0.5803,1.983,3.649,0.8643,1.799,3.725,1.431834,24.15256534,83.4713,28.8664,1.301251,22.18360981,part9_cleaned.csv
