PEDOT-HTL (L1)>>thickness,PEDOT-HTL (L1)>>band gap,PEDOT-HTL (L1)>>electron affinity,N-CS2AgBiBr6 (L2)>>thickness,N-CS2AgBiBr6 (L2)>>band gap,N-CS2AgBiBr6 (L2)>>electron affinity,P-CsPb(I0.6Br0.4)3 (L3)>>thickness,P-CsPb(I0.6Br0.4)3 (L3)>>band gap,P-CsPb(I0.6Br0.4)3 (L3)>>electron affinity,Voc,Jsc,FF,eta,V_MPP,J_MPP,source_file
0.5921,1.201,3.562,0.5672,1.887,3.643,0.3509,1.965,3.975,1.479729,36.86800147,84.8005,46.2626,1.337303,34.59395865,part8_cleaned.csv
0.4171,1.246,3.48,0.258,2.118,3.937,0.4998,1.928,3.854,1.612103,33.6302201,56.7523,30.7685,1.045601,29.42661091,part8_cleaned.csv
0.196,1.387,3.584,0.4626,2.22,3.665,1.031,1.822,3.719,1.414725,17.24515518,61.5351,15.0128,1.103882,13.60001744,part8_cleaned.csv
0.2094,1.375,3.709,0.8548,2.272,3.901,0.318,1.832,3.944,1.301416,17.6383994,68.4461,15.7117,1.059492,14.82950076,part8_cleaned.csv
0.4646,1.639,3.717,0.2883,1.965,3.696,0.2083,1.906,3.648,1.379056,21.19479932,81.9861,23.9636,1.25188,19.14207683,part8_cleaned.csv
0.4004,1.445,3.613,0.8885,2.38,3.809,0.4227,1.984,3.826,1.405062,21.71926641,71.1549,21.7143,1.159696,18.72410625,part8_cleaned.csv
0.5388,1.771,3.496,0.5989,1.942,3.714,0.7198,1.686,3.966,1.53899,21.20404573,80.586,26.2975,1.377777,19.08688524,part8_cleaned.csv
0.2136,1.762,3.486,0.6435,1.913,3.658,0.3311,2.054,3.977,1.554567,17.17550909,82.5983,22.0541,1.427272,15.45194772,part8_cleaned.csv
0.4942,1.316,3.646,0.9008,2.199,3.811,0.5239,2.017,3.719,1.391234,32.10023713,83.4646,37.2744,1.251012,29.7954276,part8_cleaned.csv
0.3946,1.633,3.482,0.9133,2.236,3.752,0.3478,1.749,3.754,1.501327,7.34654222,60.3337,6.6545,1.197903,5.55515954,part8_cleaned.csv
0.461,1.421,3.733,0.2604,1.887,3.671,1.107,1.728,3.881,1.307739,28.63602598,84.465,31.6308,1.178327,26.84385171,part8_cleaned.csv
0.3124,1.543,3.45,0.2136,2.025,3.846,1.094,1.797,3.629,1.542019,22.83730014,67.3777,23.7274,1.1854,20.01639413,part8_cleaned.csv
0.2538,1.585,3.412,0.9873,1.834,3.7,1.007,1.811,3.931,1.582316,22.12101864,80.5225,28.1848,1.40076,20.12109374,part8_cleaned.csv
0.2067,1.538,3.536,0.7215,1.826,3.851,0.4347,2.046,3.877,1.49122,22.10329131,83.2075,27.4259,1.355187,20.23773865,part8_cleaned.csv
0.5019,1.37,3.552,0.6256,2.306,3.708,0.5634,1.902,3.751,1.466449,24.08515467,63.6656,22.4864,1.099251,20.45614667,part8_cleaned.csv
0.2439,1.743,3.495,0.5609,2.16,3.841,0.2109,1.982,3.791,1.544978,16.54443038,80.8006,20.6533,1.411374,14.6334461,part8_cleaned.csv
0.2173,1.771,3.47,0.2645,2.221,3.609,0.3498,2.092,3.831,1.566449,15.29463918,81.8027,19.5985,1.443166,13.5802227,part8_cleaned.csv
0.4095,1.752,3.795,0.6615,2.329,3.746,0.8859,2.096,3.93,1.440986,16.72948778,76.3149,18.3972,1.311393,14.0287486,part8_cleaned.csv
0.1711,1.528,3.74,0.7228,2.109,3.792,0.3328,2.086,3.722,1.31193,19.36188587,82.9519,21.071,1.188088,17.73519512,part8_cleaned.csv
0.2221,1.317,3.533,0.7034,1.819,3.967,0.4389,1.79,3.926,1.480009,28.2010985,72.8519,30.4068,1.213003,25.06741882,part8_cleaned.csv
0.1954,1.654,3.406,0.2026,1.825,3.724,1.026,1.804,3.709,1.602742,20.33585688,81.1207,26.4398,1.436585,18.4046098,part8_cleaned.csv
0.09791,1.349,3.411,0.9434,1.804,3.723,0.5295,2.0,3.631,1.574161,23.32669602,73.1685,26.8674,1.338583,20.07155079,part8_cleaned.csv
0.3288,1.652,3.66,0.3124,1.81,3.772,0.849,2.033,3.884,1.456007,20.37434347,47.9583,14.2269,1.31211,10.84278717,part8_cleaned.csv
0.3113,1.631,3.48,0.7957,1.988,3.951,0.7827,1.893,3.895,1.542469,20.83358326,78.8653,25.3435,1.374954,18.43223717,part8_cleaned.csv
0.16,1.467,3.677,0.7826,2.351,3.787,0.6248,2.026,3.956,1.34782,19.27530059,79.5698,20.6719,1.214738,17.01762113,part8_cleaned.csv
0.1826,1.359,3.452,0.6089,2.259,3.635,0.9729,1.663,3.611,1.529316,4.98515451,65.1392,4.9661,1.409546,3.52321543,part8_cleaned.csv
0.5225,1.49,3.492,0.8233,1.949,3.749,0.6979,1.893,3.719,1.539702,26.37491874,83.747,34.0092,1.401078,24.27363514,part8_cleaned.csv
0.2969,1.292,3.768,0.4186,1.948,3.749,1.02,1.605,3.603,1.259333,22.47303246,80.7035,22.8399,1.13154,20.18480046,part8_cleaned.csv
0.3588,1.477,3.503,0.5637,2.043,3.663,0.2982,2.092,3.854,1.528385,24.81594512,84.7691,32.1515,1.398764,22.98566155,part8_cleaned.csv
0.5661,1.552,3.484,0.391,2.171,3.716,0.3919,1.702,3.786,1.506775,13.68042314,55.0697,11.3517,1.09118,10.40313218,part8_cleaned.csv
0.5787,1.249,3.752,0.5847,2.239,3.791,0.7797,2.095,3.918,1.289709,34.8230677,84.6173,38.003,1.155701,32.8830822,part8_cleaned.csv
0.08229,1.399,3.449,0.8994,2.119,3.607,0.5197,1.819,3.626,1.541817,20.02498934,68.4382,21.1302,1.211848,17.4363476,part8_cleaned.csv
0.129,1.481,3.773,0.3415,2.247,3.926,0.2222,2.007,3.811,1.27224,18.415256,82.4268,19.3115,1.151831,16.76588714,part8_cleaned.csv
0.4228,1.321,3.67,0.3403,2.38,3.77,0.2479,1.7,3.837,1.348348,16.00842398,79.8093,17.2268,1.228981,14.0171275,part8_cleaned.csv
0.1991,1.631,3.587,0.5285,2.156,3.926,0.5609,1.911,3.605,1.446117,17.77784007,79.8624,20.5317,1.301476,15.7756959,part9_cleaned.csv
0.2604,1.673,3.69,0.7385,2.023,3.931,0.7049,2.049,3.615,1.4456,15.8752914,70.2115,16.1131,1.288849,12.50189198,part9_cleaned.csv
0.5019,1.616,3.788,0.524,2.306,3.774,0.7203,1.838,3.929,1.308785,9.61880208,59.7576,7.5229,1.168859,6.43606432,part9_cleaned.csv
0.2832,1.484,3.515,0.4201,2.297,3.84,0.2483,1.977,3.92,1.498495,22.94137878,69.4464,23.874,1.19854,19.91921418,part9_cleaned.csv
0.5347,1.406,3.749,0.7364,2.045,3.618,0.9111,1.632,3.654,1.273376,16.06270752,77.0781,15.7655,1.155218,13.64717734,part9_cleaned.csv
0.134,1.54,3.789,0.4228,1.883,3.95,0.3034,1.791,3.939,1.290184,20.65025898,82.531,21.9884,1.164832,18.8769089,part9_cleaned.csv
0.06402,1.572,3.726,0.2519,2.18,3.827,1.185,1.762,3.612,1.240432,1.78327226,34.8515,0.7709,0.858145,0.89836332,part9_cleaned.csv
0.3976,1.689,3.433,0.4611,2.247,3.781,0.4,1.937,3.777,1.575238,19.01758342,71.7428,21.4921,1.309827,16.40838126,part9_cleaned.csv
0.1991,1.631,3.587,0.5285,2.156,3.926,0.5609,1.911,3.605,1.448678,17.79561713,86.2419,22.2333,1.307399,17.00571181,part9_cleaned.csv
0.2604,1.673,3.69,0.7385,2.023,3.931,0.7049,2.049,3.615,1.45037,15.8911412,77.1564,17.783,1.295367,13.72818835,part9_cleaned.csv
0.5019,1.616,3.788,0.524,2.306,3.774,0.7203,1.838,3.929,1.314273,9.62840702,70.4557,8.9157,1.187595,7.50737199,part9_cleaned.csv
0.2832,1.484,3.515,0.4201,2.297,3.84,0.2483,1.977,3.92,1.501584,22.96431742,73.4405,25.3244,1.210432,20.92174543,part9_cleaned.csv
0.5347,1.406,3.749,0.7364,2.045,3.618,0.9111,1.632,3.654,1.275744,16.0787595,83.4031,17.108,1.159145,14.75910877,part9_cleaned.csv
0.134,1.54,3.789,0.4228,1.883,3.95,0.3034,1.791,3.939,1.292011,20.67090878,87.4238,23.3483,1.167272,20.00245509,part9_cleaned.csv
0.06402,1.572,3.726,0.2519,2.18,3.827,1.185,1.762,3.612,1.273499,1.78505443,87.3053,1.9847,1.16934,1.69726504,part9_cleaned.csv
0.3976,1.689,3.433,0.4611,2.247,3.781,0.4,1.937,3.777,1.579332,19.03659912,77.2535,23.2264,1.323725,17.54620801,part9_cleaned.csv
0.3076,1.746,3.508,0.5244,2.2,3.971,0.4578,1.645,3.874,1.461929,1.2497885,74.6141,1.3633,1.196302,1.13957547,part9_cleaned.csv
0.3554,1.7,3.656,0.8188,2.043,3.818,0.6447,1.991,3.844,1.443323,19.00291461,86.1366,23.625,1.307317,18.07134616,part9_cleaned.csv
0.1436,1.665,3.575,0.5812,2.228,3.942,0.6945,2.018,3.87,1.466143,16.69897744,85.1968,20.8588,1.321309,15.78647624,part9_cleaned.csv
0.2285,1.363,3.632,0.333,2.342,3.738,0.6637,1.911,3.792,1.381393,18.61931666,66.6759,17.1494,1.102671,15.55262037,part9_cleaned.csv
0.4337,1.776,3.627,0.3216,1.924,3.61,1.007,1.788,3.7,1.49923,19.7637156,89.2702,26.4511,1.369916,19.30854782,part9_cleaned.csv
0.2853,1.746,3.537,0.8511,1.869,3.652,0.6668,1.617,3.974,1.494135,22.86768063,85.9829,29.3781,1.325812,22.15858388,part9_cleaned.csv
0.1547,1.375,3.684,0.8909,1.832,3.844,0.295,2.037,3.83,1.349693,24.58629037,88.6947,29.4324,1.223779,24.05043731,part9_cleaned.csv
0.5338,1.398,3.708,0.3454,2.115,3.917,0.5135,1.678,3.873,1.305073,16.48822262,72.7721,15.6593,1.070236,14.63166841,part9_cleaned.csv
0.2771,1.744,3.426,0.2303,1.867,3.881,0.2409,1.691,3.666,1.589863,19.67335064,86.3343,27.0036,1.42558,18.94217879,part9_cleaned.csv
0.4771,1.785,3.484,0.6015,2.257,3.781,0.9547,1.719,3.903,1.45972,0.52906723,63.3503,0.4892,1.228059,0.39839132,part9_cleaned.csv
0.1951,1.681,3.533,0.3102,2.353,3.662,0.6582,1.631,3.823,1.407713,0.47345772,87.9395,0.5861,1.302617,0.44994857,part9_cleaned.csv
0.1203,1.447,3.673,0.8481,1.928,3.666,0.4382,1.655,3.918,1.360588,23.40133912,88.2335,28.0932,1.235771,22.73333261,part9_cleaned.csv
0.555,1.688,3.579,0.8726,2.273,3.632,0.2301,1.943,3.894,1.476209,19.89975471,88.3973,25.9678,1.349315,19.2451452,part9_cleaned.csv
0.1686,1.777,3.469,0.3435,2.244,3.889,0.7402,2.057,3.806,1.574081,15.20832119,84.4619,20.2195,1.415429,14.28503373,part9_cleaned.csv
0.5979,1.477,3.628,0.637,1.886,3.687,0.8995,1.926,3.87,1.420168,27.24150467,73.1117,28.2851,1.271066,22.25304722,part9_cleaned.csv
0.1008,1.227,3.632,0.9818,1.848,3.94,0.6399,1.794,3.709,1.391488,25.92650377,80.3643,28.9926,1.204635,24.06752897,part9_cleaned.csv
0.1768,1.747,3.644,0.2694,2.293,3.744,0.8768,1.725,3.981,1.36268,10.72423111,13.4082,1.9594,0.371067,5.28054141,part9_cleaned.csv
0.4203,1.723,3.569,0.9631,1.89,3.67,0.8538,1.861,3.795,1.494909,19.71783299,89.3693,26.3428,1.367935,19.25735662,part9_cleaned.csv
0.227,1.61,3.772,0.4451,1.837,3.953,0.8698,1.924,3.745,1.408358,16.10534475,80.0368,18.154,1.275805,14.22945736,part9_cleaned.csv
0.5583,1.332,3.599,0.4311,1.854,3.694,0.9829,1.792,3.849,1.441027,32.44451578,88.5764,41.4125,1.305584,31.71953947,part9_cleaned.csv
0.3311,1.557,3.499,0.3191,1.864,3.81,0.6055,1.788,3.654,1.531245,23.28781779,89.0081,31.7397,1.398064,22.70260763,part9_cleaned.csv
0.2677,1.517,3.542,0.359,2.124,3.644,1.072,1.645,3.739,1.430507,5.81643997,54.7224,4.5532,1.133229,4.01786405,part9_cleaned.csv
0.5902,1.32,3.465,0.4058,1.881,3.74,0.7606,2.025,3.62,1.571336,32.81221686,85.4814,44.0734,1.410339,31.2502081,part9_cleaned.csv
0.328,1.504,3.504,0.7938,2.338,3.791,0.3444,1.768,3.975,1.499991,8.47798041,85.4408,10.8654,1.388214,7.82690563,part9_cleaned.csv
0.1519,1.771,3.797,0.4758,2.11,3.793,0.4889,1.844,3.861,1.426211,17.15995083,85.7237,20.9798,1.291884,16.23968132,part9_cleaned.csv
0.3918,1.542,3.631,0.899,1.818,3.938,0.3044,1.641,3.843,1.4081,24.81439661,88.1015,30.7837,1.276534,24.11503513,part9_cleaned.csv
0.4205,1.441,3.742,0.4219,1.987,3.659,0.5319,1.942,3.985,1.306411,27.04320941,87.3547,30.862,1.168242,26.41749208,part9_cleaned.csv
0.5967,1.692,3.655,0.6418,2.053,3.894,0.2785,2.085,3.738,1.447815,20.3092185,83.2625,24.4825,1.295074,18.90432466,part9_cleaned.csv
0.2274,1.221,3.567,0.6824,1.802,3.611,0.2779,1.692,3.657,1.470346,31.36918725,87.8915,40.5387,1.32965,30.48823644,part9_cleaned.csv
0.1544,1.329,3.5,0.495,2.286,3.894,0.6006,1.972,3.818,1.511644,22.66537176,55.5395,19.0289,0.938216,20.28203459,part9_cleaned.csv
0.2599,1.609,3.617,0.6066,2.316,3.717,0.3747,2.087,3.625,1.424543,19.29522074,89.1399,24.5018,1.301828,18.82105694,part9_cleaned.csv
0.4718,1.399,3.527,0.6268,2.022,3.978,0.274,2.085,3.93,1.502,29.16890885,81.7526,35.8172,1.314175,27.25451181,part9_cleaned.csv
0.1166,1.297,3.713,0.3273,1.978,3.852,0.4676,1.959,3.994,1.318694,23.1764501,88.6188,27.0843,1.19542,22.65668774,part9_cleaned.csv
0.5506,1.53,3.545,0.4463,2.006,3.96,0.4046,1.702,3.689,1.460991,22.18810663,73.5992,23.8584,1.152013,20.71014323,part9_cleaned.csv
0.06514,1.465,3.585,0.4801,2.324,3.613,0.5651,1.771,3.728,1.387719,2.92430118,78.594,3.1894,1.269932,2.51149714,part9_cleaned.csv
0.2577,1.548,3.666,0.4461,1.857,3.659,0.5508,1.82,3.644,1.377908,22.60593242,88.7127,27.633,1.250648,22.09498308,part9_cleaned.csv
0.5046,1.586,3.569,0.6109,2.3,3.61,1.019,1.762,3.681,1.422544,4.36587615,89.2205,5.5412,1.31432,4.21599669,part9_cleaned.csv
0.4239,1.67,3.519,0.8379,2.03,3.809,0.499,1.671,3.618,1.492264,13.68622716,81.5582,16.657,1.301997,12.79342758,part9_cleaned.csv
0.3923,1.265,3.451,0.2978,2.259,3.606,1.003,1.823,3.967,1.568155,32.09592742,40.8259,20.5483,1.447194,14.19868476,part9_cleaned.csv
0.5004,1.642,3.621,0.8074,2.095,3.867,0.9266,1.862,3.932,1.434926,21.40883702,86.6804,26.6283,1.299529,20.49075322,part9_cleaned.csv
0.1984,1.401,3.442,0.416,2.18,3.887,1.033,1.662,3.995,1.545608,5.02033375,77.6617,6.0261,1.437196,4.19298333,part9_cleaned.csv
0.2127,1.607,3.785,0.25,2.314,3.878,0.5855,1.973,3.699,1.32049,15.04717565,83.3532,16.562,1.193303,13.87911157,part9_cleaned.csv
0.2162,1.518,3.594,0.4813,1.88,3.698,0.4534,1.614,3.805,1.436796,24.3456308,87.2853,30.5322,1.301863,23.45266232,part9_cleaned.csv
0.4428,1.742,3.759,0.6896,2.29,3.962,0.399,1.643,3.988,1.377388,1.60731551,67.2173,1.4881,1.191192,1.24927137,part9_cleaned.csv
0.3161,1.593,3.628,0.8947,2.322,3.787,0.4821,1.825,3.954,1.381408,7.29041607,80.4047,8.0976,1.248851,6.48402712,part9_cleaned.csv
0.1193,1.469,3.625,0.6079,2.169,3.811,0.7571,1.781,3.868,1.371582,15.80909637,69.2489,15.0156,1.10554,13.58210625,part9_cleaned.csv
0.3792,1.415,3.455,0.9283,2.202,3.622,0.9442,1.688,3.809,1.54393,7.07617007,85.1002,9.2973,1.432789,6.48894831,part9_cleaned.csv
0.2522,1.468,3.654,0.7473,1.869,3.822,0.7863,2.09,3.957,1.446834,24.15523841,40.2215,14.0569,1.303697,10.78230102,part9_cleaned.csv
0.3021,1.494,3.401,0.9417,2.258,3.991,0.624,2.035,3.928,1.663495,23.1888854,57.327,22.1136,1.051257,21.03543414,part9_cleaned.csv
0.2731,1.22,3.777,0.6202,1.811,3.674,0.3304,1.642,3.91,1.264336,32.74189201,87.5373,36.2376,1.133123,31.98027972,part9_cleaned.csv
0.2543,1.357,3.47,0.2616,2.005,3.7,0.8968,1.816,3.669,1.547646,27.66523281,75.7088,32.4155,1.275985,25.4042745,part9_cleaned.csv
0.2361,1.339,3.571,0.3635,1.882,3.97,0.4607,1.785,3.682,1.454839,27.83468207,81.3703,32.9509,1.268985,25.96633019,part9_cleaned.csv
0.4708,1.579,3.595,0.646,1.813,3.764,0.2489,1.896,3.714,1.443298,23.68603935,89.2468,30.5099,1.315229,23.19744615,part9_cleaned.csv
0.4868,1.584,3.585,0.2007,1.957,3.844,0.8957,2.07,3.669,1.502779,15.82032317,71.5524,17.0112,1.366754,12.44641482,part9_cleaned.csv
0.5696,1.704,3.446,0.8888,1.871,3.851,0.5776,1.731,3.964,1.569632,21.33612047,85.8771,28.7601,1.402689,20.50355776,part9_cleaned.csv
0.148,1.456,3.7,0.7361,2.216,3.766,0.2071,2.069,3.989,1.332,19.82358072,89.0032,23.5013,1.211987,19.39073399,part9_cleaned.csv
0.07035,1.356,3.658,0.4435,2.287,3.772,1.057,1.681,3.973,1.315704,2.59591411,88.046,3.0072,1.212855,2.47941468,part9_cleaned.csv
0.4031,1.573,3.639,0.9598,2.186,3.809,0.5546,1.664,3.616,1.353359,3.38715136,89.5824,4.1065,1.246966,3.29318492,part9_cleaned.csv
0.299,1.642,3.77,0.7174,2.077,3.605,0.6891,1.601,3.975,1.319426,6.8226162,67.0625,6.0369,1.198658,5.03639905,part9_cleaned.csv
0.4275,1.366,3.559,0.5593,1.924,3.795,0.5803,2.035,3.799,1.478807,29.81413689,87.6153,38.629,1.337536,28.88075265,part9_cleaned.csv
0.4733,1.782,3.586,0.2345,1.926,3.759,0.4067,1.619,3.911,1.505533,22.17346402,84.4713,28.199,1.343856,20.98363079,part9_cleaned.csv
0.5664,1.552,3.552,0.3701,1.823,3.656,0.8515,1.874,3.768,1.48279,24.68180446,89.0366,32.5855,1.35306,24.08285761,part9_cleaned.csv
0.5427,1.657,3.468,0.4118,1.909,3.849,0.3288,1.998,3.985,1.563735,21.45436248,89.5534,30.0442,1.433652,20.95642368,part9_cleaned.csv
0.1427,1.727,3.491,0.3592,2.243,3.705,0.6779,1.791,3.954,1.494058,16.71324702,38.0987,9.5135,1.118114,8.50848706,part9_cleaned.csv
0.552,1.672,3.657,0.3807,2.089,3.727,0.2629,1.903,3.892,1.427619,20.88071275,87.5654,26.103,1.29911,20.09298184,part9_cleaned.csv
0.07897,1.237,3.55,0.6698,2.275,3.846,0.4351,2.053,3.742,1.457288,20.39342349,69.6044,20.6858,1.112328,18.5968361,part9_cleaned.csv
0.1649,1.491,3.551,0.9552,1.875,3.93,0.7649,1.946,3.741,1.476723,21.94245326,86.797,28.1248,1.336404,21.04510981,part9_cleaned.csv
0.112,1.224,3.652,0.26,2.279,3.739,0.7448,1.91,3.952,1.35783,24.86028038,59.24,19.9971,0.995643,20.08459998,part9_cleaned.csv
0.2518,1.214,3.713,0.3903,2.023,3.693,0.3974,1.999,3.74,1.326843,31.2230815,88.0843,36.4916,1.194913,30.53916722,part9_cleaned.csv
0.36,1.715,3.628,0.8103,1.945,3.97,0.8461,2.049,3.925,1.508275,17.96870333,64.6486,17.5209,1.363937,12.84581776,part9_cleaned.csv
0.07783,1.681,3.764,0.2043,2.164,3.928,0.3969,1.776,3.809,1.368939,11.72471127,82.3088,13.2109,1.236769,10.68178591,part9_cleaned.csv
0.1015,1.58,3.706,0.8723,1.8,3.794,0.7018,1.778,3.607,1.356404,20.9860456,88.5935,25.2186,1.231126,20.48419352,part9_cleaned.csv
0.4965,1.228,3.628,0.9535,2.15,3.646,0.465,1.851,3.645,1.408014,34.47021406,82.1726,39.8821,1.238503,32.20184227,part9_cleaned.csv
0.1573,1.307,3.588,0.6377,2.206,3.917,0.2591,2.035,3.858,1.435851,24.06485911,81.3042,28.0935,1.255697,22.37281148,part9_cleaned.csv
0.3434,1.771,3.423,0.9219,2.063,3.947,0.5357,1.718,3.764,1.54619,14.04998344,70.7029,15.3595,1.178517,13.03288396,part9_cleaned.csv
0.5339,1.661,3.722,0.9152,1.838,3.941,0.6519,1.884,3.816,1.408652,21.39193038,82.081,24.7341,1.267517,19.51383888,part9_cleaned.csv
0.3133,1.533,3.579,0.5919,2.37,3.975,0.4256,1.866,3.979,1.427109,9.39486492,79.0899,10.604,1.314025,8.06984126,part9_cleaned.csv
0.1967,1.459,3.574,0.3328,2.329,3.948,0.5838,2.009,3.875,1.434752,20.82977563,66.5889,19.9005,1.059163,18.78885716,part9_cleaned.csv
0.3932,1.703,3.616,0.4981,1.944,3.888,0.4521,1.753,3.631,1.468052,20.40111586,87.6872,26.2622,1.33438,19.68121392,part9_cleaned.csv
0.3037,1.39,3.78,0.4382,2.166,3.828,0.3255,1.744,3.979,1.253544,24.20689377,79.7194,24.1904,1.117795,21.64115615,part9_cleaned.csv
0.09858,1.428,3.516,0.2095,2.139,3.964,0.5462,1.917,3.617,1.480232,19.12527881,69.8845,19.7842,1.12049,17.65672918,part9_cleaned.csv
0.2994,1.349,3.495,0.292,2.289,3.867,1.164,1.785,3.667,1.513021,9.58797553,90.4564,13.1223,1.400074,9.37259663,part9_cleaned.csv
0.4816,1.398,3.507,0.6822,2.144,3.877,0.4186,1.643,3.856,1.500331,10.84383296,77.1269,12.548,1.387663,9.04256917,part9_cleaned.csv
0.3088,1.441,3.648,0.6128,2.045,3.621,0.7979,1.998,3.647,1.392845,25.3355095,87.668,30.9367,1.249545,24.7583627,part9_cleaned.csv
0.1495,1.575,3.659,0.4132,2.064,3.906,0.7471,1.92,3.877,1.385161,19.36862672,88.5756,23.7637,1.261297,18.84065671,part9_cleaned.csv
0.125,1.578,3.661,0.6405,2.086,3.744,0.6141,1.877,3.751,1.38325,19.16375155,88.9703,23.5845,1.26216,18.68581245,part9_cleaned.csv
0.1883,1.654,3.489,0.2225,1.872,3.603,0.2289,1.804,3.774,1.539634,18.99446428,90.0501,26.3347,1.414232,18.6212081,part9_cleaned.csv
0.09119,1.783,3.753,0.3877,1.852,3.999,1.16,1.638,3.697,1.477149,22.2161848,86.7148,28.4569,1.317288,21.60260328,part9_cleaned.csv
0.4382,1.547,3.433,0.7227,2.049,3.91,0.5954,1.893,3.686,1.578442,23.97131332,75.8278,28.6912,1.292951,22.1904716,part9_cleaned.csv
0.3004,1.355,3.514,0.7373,1.833,3.61,0.2899,1.925,3.611,1.519625,28.55387925,88.6714,38.4756,1.380341,27.87396916,part9_cleaned.csv
0.1723,1.57,3.595,0.6848,2.29,3.701,0.2366,1.85,3.662,1.421484,12.77893883,83.7665,15.2162,1.288208,11.8119355,part9_cleaned.csv
0.06182,1.531,3.593,0.5453,1.938,3.69,0.8274,1.951,3.842,1.44165,17.85023146,87.8179,22.5989,1.302831,17.34598972,part9_cleaned.csv
0.3323,1.37,3.687,0.3272,2.309,3.91,0.5113,1.891,3.99,1.330551,23.52540485,63.8803,19.9957,1.006248,19.87151442,part9_cleaned.csv
0.1427,1.474,3.484,0.5321,2.29,3.614,0.5655,1.848,3.912,1.509493,14.78350965,56.2964,12.5629,1.105769,11.3612031,part9_cleaned.csv
0.5161,1.416,3.712,0.4185,1.94,3.812,0.2131,1.661,3.837,1.327968,28.9083863,87.6134,33.6343,1.197596,28.08481863,part9_cleaned.csv
0.4791,1.728,3.726,0.2418,1.877,3.715,0.8905,2.053,3.763,1.517318,17.56415975,57.63,15.3586,1.38983,11.05072185,part9_cleaned.csv
0.2939,1.33,3.532,0.4795,1.957,3.769,0.9808,2.018,3.943,1.503856,28.83151097,87.7152,38.0319,1.364162,27.87933079,part9_cleaned.csv
0.4486,1.248,3.498,0.8552,2.339,3.99,0.4058,2.099,3.813,2.909866,33.43484197,32.7767,31.8888,1.417504,22.49643825,part9_cleaned.csv
0.5077,1.797,3.511,0.6782,1.867,3.84,0.5097,1.866,3.847,1.563447,18.28344791,87.932,25.1355,1.41781,17.72842608,part9_cleaned.csv
0.5492,1.273,3.507,0.4023,1.962,3.644,0.4887,1.959,3.607,1.533465,33.92610885,88.1818,45.8762,1.391011,32.98044735,part9_cleaned.csv
0.5079,1.255,3.687,0.459,1.834,3.643,0.7601,1.877,3.617,1.367622,34.28103479,65.4027,30.6631,1.213466,25.26900136,part9_cleaned.csv
0.1016,1.609,3.662,0.249,2.04,3.791,1.109,1.75,3.952,1.391062,20.95124169,82.9462,24.1742,1.259147,19.19891592,part9_cleaned.csv
0.2005,1.64,3.56,0.2803,2.061,3.742,0.4794,1.909,3.987,1.475854,18.81052677,89.6062,24.8761,1.352749,18.38929398,part9_cleaned.csv
0.1899,1.245,3.577,0.2281,2.385,3.638,0.2067,1.896,3.703,1.445679,21.78368017,68.038,21.4267,1.322257,16.20462224,part9_cleaned.csv
0.3234,1.285,3.425,0.6033,1.866,3.761,0.8574,2.007,3.902,1.596547,30.79155557,76.8467,37.7779,1.319645,28.62734692,part9_cleaned.csv
0.2918,1.371,3.408,0.9516,1.999,3.873,0.6587,1.778,3.943,1.601474,27.73767639,58.8744,26.1527,1.038795,25.17597142,part9_cleaned.csv
0.3064,1.734,3.788,0.7566,1.903,3.686,0.6849,1.797,3.756,1.423926,19.39636446,88.0456,24.3173,1.2977,18.73877971,part9_cleaned.csv
0.3823,1.31,3.422,0.2022,2.233,3.875,0.8098,1.985,3.678,1.89797,30.36225286,45.6773,26.3223,0.972926,27.05478324,part9_cleaned.csv
0.2893,1.545,3.639,0.5315,2.051,3.903,0.3896,1.924,3.675,1.39872,22.22799184,88.8332,27.6189,1.273272,21.69128056,part9_cleaned.csv
0.2629,1.446,3.494,0.7873,2.369,3.855,0.364,1.779,3.925,1.511484,8.88852224,87.2399,11.7206,1.399508,8.37477319,part9_cleaned.csv
0.06347,1.463,3.413,0.2683,2.127,3.957,0.3899,1.651,3.891,1.553862,4.77261179,44.3283,3.2874,0.798207,4.11844927,part9_cleaned.csv
0.4591,1.754,3.66,0.5634,2.145,3.995,0.6156,1.975,3.944,1.498372,17.97282152,78.5052,21.1414,1.326744,15.93481619,part9_cleaned.csv
0.3361,1.37,3.643,0.7889,2.386,3.9,0.2943,1.985,3.891,1.380124,24.46808113,70.15,23.6889,1.075576,22.02441773,part9_cleaned.csv
0.4843,1.693,3.454,0.5328,2.178,3.867,0.6953,1.951,3.641,1.566553,19.79511925,80.7049,25.0267,1.35527,18.46620058,part9_cleaned.csv
0.2388,1.208,3.464,0.8282,2.118,3.733,0.4718,1.964,3.662,1.559503,30.96919436,71.5362,34.5495,1.213426,28.47270534,part9_cleaned.csv
0.1773,1.334,3.582,0.515,1.949,3.722,0.2077,1.644,3.788,1.443435,26.33808377,80.3335,30.5406,1.254505,24.34477545,part9_cleaned.csv
0.2416,1.289,3.549,0.8397,2.392,3.673,0.4388,1.659,3.963,1.459884,9.68856104,89.9927,12.7287,1.347533,9.44594797,part9_cleaned.csv
0.4168,1.35,3.674,0.4432,1.848,3.862,0.8712,1.997,3.929,1.401882,30.12968103,44.7719,18.9108,1.257493,15.03853744,part9_cleaned.csv
